0.0	0.23419015084969033	-0.0
3.0	0.15051643060760297	-0.16927068673184498
6.0	-0.025074499766235322	-0.21304293338275576
9.0	-0.16307515987194643	-0.11389409992005065
12.0	-0.17565797683574402	0.041929643345351174
15.0	-0.07590878959863243	0.14146042012956045
18.0	0.048108487324511715	0.1311931869963911
21.0	0.11079798689047021	0.043657235268394476
24.0	0.08866057440421413	-0.04488404264096362
27.0	0.020730871711356253	-0.078501749778575
30.0	-0.03590999331838604	-0.05412411457993313
33.0	-0.05037239813347076	-0.007151470193949831
36.0	-0.029770098091365764	0.02522538746384974
39.0	-0.0006994130703774477	0.02929342970928248
42.0	0.01575378530982627	0.01469651025390986
45.0	0.015442939513675018	-0.0014448092073789639
48.0	0.006472399579045834	-0.008811504864128279
51.0	-0.0015762970731076431	-0.007379426958719808
54.0	-0.004434479637537156	-0.0025177124582704104
57.0	-0.003194672183702093	0.0010857029121939062
60.0	-0.0008496818954151293	0.0020140822407182708
63.0	0.0005965986025634792	0.0012517573484383073
66.0	0.0008272281085453173	0.00023971823340551213
69.0	0.00044323172194145067	-0.00027906969065197534
72.0	5.119630535499801e-5	-0.0003076475430769686
75.0	-0.0001142040288749189	-0.00014149320570693846
78.0	-0.00010368133152770023	-4.953837215802165e-6
81.0	-4.057783277748654e-5	4.1466889824406384e-5
84.0	2.202266575623094e-6	3.167521192477389e-5
87.0	1.3468140729229692e-5	1.0396788290873124e-5
90.0	8.771926673812266e-6	-1.655860205513182e-6
93.0	2.3587415595507925e-6	-3.932778268004518e-6
96.0	-6.898907052960272e-7	-2.2011093155369414e-6
99.0	-1.035875006018806e-6	-4.664360116891074e-7
102.0	-5.000142769169198e-7	2.238257841754916e-7
105.0	-7.790318070509917e-8	2.466489816129572e-7
108.0	6.127931965536144e-8	1.0268372066348989e-7
111.0	5.316628407068902e-8	1.0157280026514677e-8
114.0	1.902210073149754e-8	-1.4617519954223873e-8
117.0	7.449117837515606e-10	-1.038386977944502e-8
120.0	-3.086808957155461e-9	-3.1683543012737587e-9
123.0	-1.83838632156572e-9	8.378397161524384e-11
126.0	-4.721133823419238e-10	5.822996579176279e-10
129.0	4.843218626697581e-11	2.9504442541983936e-10
132.0	9.867248806688749e-11	6.24301928967678e-11
135.0	4.291029398386856e-11	-1.2332494739888573e-11
138.0	7.224933879193989e-12	-1.5073572605410165e-11
141.0	-2.3693520113774466e-12	-5.650982162499225e-12
144.0	-2.0808345980733113e-12	-7.122776589598897e-13
147.0	-6.729969015561734e-13	3.801441991225973e-13
150.0	-5.613173621025089e-14	2.5997944721821594e-13
153.0	5.2890222522636544e-14	7.233758973395975e-14
156.0	2.9426967861706824e-14	2.8184429600797708e-15
159.0	6.9963650355522806e-15	-6.4980944576721565e-15
162.0	-6.543986252853907e-17	-3.0191341131436094e-15
165.0	-7.121172995331106e-16	-6.061017240607177e-16
168.0	-2.808031994149961e-16	3.923619162868427e-17
171.0	-4.6689473743652433e-17	7.003618263986108e-17
174.0	6.19502076259843e-18	2.3669539381535603e-17
177.0	6.205789591378643e-18	3.1588251299747933e-18
180.0	1.806969537353382e-18	-7.074037308307423e-19
183.0	1.8338096097148054e-19	-4.967017298593335e-19
186.0	-6.66093249846027e-20	-1.2478845928161742e-19
189.0	-3.597154338907402e-20	-8.67011225891445e-21
192.0	-7.781549896129598e-21	5.409319328508029e-21
195.0	-2.8299494689930805e-22	2.3597088119880624e-21
198.0	3.868156891242798e-22	4.369446718698937e-22
201.0	1.4029971956730772e-22	3.0864893343304786e-25
204.0	2.2000457915042944e-23	-2.4632360961515397e-23
207.0	-8.731704711586057e-25	-7.562070902338682e-24
210.0	-1.4062667243840453e-24	-9.867672587521873e-25
213.0	-3.6942820667106757e-25	8.732411970402406e-26
216.0	-3.8993262727952945e-26	7.228407607414797e-26
219.0	5.954092636620902e-27	1.6348152065587343e-26
222.0	3.354663208526472e-27	1.3303561390478572e-27
225.0	6.546273169799799e-28	-3.2959512162355263e-28
228.0	3.7522099842213663e-29	-1.4082949880562438e-28
231.0	-1.5636015484134066e-29	-2.367976644127056e-29
234.0	-5.354225296962348e-30	-7.721701501110865e-31
237.0	-7.718186196764008e-31	6.510809826325126e-31
240.0	-4.8108788347041825e-33	1.8448458693462664e-31
243.0	2.4098604249293256e-32	2.2580644999660528e-32
246.0	5.7624215526638174e-33	-5.263349115129422e-34
249.0	5.894354545704599e-34	-7.987666158904284e-34
252.0	-3.44747227962834e-35	-1.6314935169892795e-34
255.0	-2.3820181124729213e-35	-1.3593485910418624e-35
258.0	-4.1848756101660335e-36	1.4119595014245972e-36
261.0	-2.7210302611244964e-37	6.410503328706902e-37
264.0	4.6044489095934986e-38	9.715830942283022e-38
267.0	1.5600535591669918e-38	4.558025780627713e-39
270.0	2.0384950034781676e-39	-1.2772333696721656e-39
273.0	5.79837689113465e-41	-3.437625865022023e-40
276.0	-3.0984662877791683e-41	-3.8561749610438593e-41
279.0	-6.864234216094702e-42	-3.4310621843207503e-43
282.0	-6.553718454833497e-43	6.667901923941453e-43
285.0	8.364042249515787e-45	1.2424992362773531e-43
288.0	1.2834121942569268e-44	9.952490650881358e-45
291.0	2.0387242420473933e-45	-3.80203234566684e-46
294.0	1.3385669831195434e-46	-2.220729892127356e-46
297.0	-9.427085686654492e-48	-3.0310782153521974e-47
300.0	-3.46592862384446e-48	-1.569825582385617e-48
303.0	-4.07980171114583e-49	1.8155143597444654e-49
306.0	-1.556271347975675e-50	4.889822984609584e-50
309.0	2.94789628140589e-51	4.964477805576339e-51
312.0	6.245143471005014e-52	1.207364679854209e-52
315.0	5.449632625805843e-53	-4.1687302113767285e-53
318.0	5.344223723565051e-55	-7.226905394197581e-54
321.0	-5.2176647232796185e-55	-5.379126417499859e-55
324.0	-7.580799346934546e-56	3.287827722853056e-57
327.0	-4.750554399261019e-57	5.833005667935634e-57
330.0	1.1670302102580418e-58	7.208616140487156e-58
333.0	5.857136522758953e-59	3.7238853121367047e-59
336.0	6.211788676513809e-60	-1.7704942140581116e-60
339.0	2.5555819194873997e-61	-5.301822643470126e-61
342.0	-2.0197544485866915e-62	-4.847055822653711e-62
345.0	-4.3366120917970573e-63	-1.495105043576464e-63
348.0	-3.420417192573566e-64	1.9221191501138165e-64
351.0	-7.005261679176408e-66	3.2103018330326134e-65
354.0	1.5855005292260426e-66	2.178520820179692e-66
357.0	2.152980915278846e-67	2.109880962870819e-68
360.0	1.2486238033882528e-68	-1.1545926960950577e-68
363.0	-2.548717375867201e-71	-1.308766879218627e-69
366.0	-7.49865334830046e-71	-6.410800830801498e-71
369.0	-7.212199186293818e-72	9.915782016204692e-73
372.0	-2.927308310310898e-73	4.370224587034956e-73
375.0	9.342909253983771e-75	3.602010528506459e-74
378.0	2.294574371353524e-75	1.1743301752945884e-75
381.0	1.6293068567496167e-76	-6.337210938969861e-77
384.0	4.0448187531355945e-78	-1.0881968776229003e-77
387.0	-3.5399131352010374e-79	-6.667074167321721e-79
390.0	-4.669457353859554e-80	-1.1363401699543588e-80
393.0	-2.4635077716599136e-81	1.7044733514889044e-81
396.0	-2.2170922269988603e-83	1.8149075269942566e-82
399.0	7.224714496620137e-84	8.1972581721766e-84
402.0	6.393495809764905e-85	2.813056532217001e-87
