0	1.4333817327408667	0
3	1.03899647057645	-0.12052137610285371
6	0.21275506095171615	-0.16615228516064062
9	-0.47423853839695657	-0.12136161178722799
12	-0.652119278624967	-0.03396942965710098
15	-0.37959104738710026	0.022661131470216755
18	0.010843444814014877	0.008488824482708601
21	0.23174785652339125	-0.05370628514722192
24	0.22232171301422618	-0.10496970267389191
27	0.09719584210181961	-0.10474499990327246
30	-0.010065206892523226	-0.05994851942716626
33	-0.046247378167676864	-0.007473211313275807
36	-0.03225498005850023	0.022678217451478914
39	-0.0077942429609117615	0.026094570315505147
42	0.006198772256130227	0.01563723663252695
45	0.009341246649399513	0.004336160214772545
48	0.007734068801190168	-0.0026673615949806308
51	0.004904425343724863	-0.005722739595134162
54	0.00169682826829819	-0.0061018570931605275
57	-0.001200746099856632	-0.004551571978245268
60	-0.0027409658991447423	-0.0019807819287351695
63	-0.002529988072478717	0.0003259723624532838
66	-0.0012557796487007858	0.001436683526905659
69	-5480260411617254e-21	0.0013309130795439294
72	0.00058580398711087	0.000649125072888838
75	0.0005540415653377705	4377326975275479e-20
78	0.0002665955256709042	-0.0002156329157442026
81	27102533509150658e-21	-0.00020202136757389288
84	-6880774883762293e-20	-9478841670719566e-20
87	-6474130969440521e-20	-11705333177897666e-21
90	-30470917501786383e-21	19967516416025208e-21
93	-4819568123587138e-21	19383120910230555e-21
96	5107791035678674e-21	9616826228090698e-21
99	5541750296399194e-21	21242565023033196e-22
102	3064814988479514e-21	-10744398071967845e-22
105	9165382516225247e-22	-15336399829189183e-22
108	-15181527723085717e-23	-9742563433562731e-22
111	-4088771378022529e-22	-35767274315952293e-23
114	-29691697208294757e-23	-38925509488144406e-25
117	-12221478094620649e-23	10338176364568158e-23
120	-12146698758681502e-24	8382498756077679e-23
123	2437649476309807e-23	36448112496770125e-24
126	21529124039214936e-24	52839011447520555e-25
129	9566820381779065e-24	-529894455671298e-23
132	16259559759992187e-25	-5007304790663768e-24
135	-10544938515344977e-25	-22382592702355404e-25
138	-10575058762243155e-25	-4152038464669331e-25
141	-4731492038976641e-25	1908271826834751e-25
144	-9345141896543753e-26	2039035145105664e-25
147	3107611330052601e-26	9151306987071394e-26
150	3609366517510199e-26	19138794009181162e-27
153	16359403987579082e-27	-4467833366829407e-27
156	36282404152394947e-28	-58905465322968475e-28
159	-5457649353588398e-28	-27214332417358993e-28
162	-8885842018053323e-28	-6411143992460038e-28
165	-4226670976781891e-28	513689869006338e-28
168	-10562203667678434e-29	12400657810087453e-29
171	2307414336713731e-30	6131615451668496e-29
174	16003038298546073e-30	1617975453873735e-29
177	8298841268701168e-30	40730163971289746e-32
180	22977131564319153e-31	-1906826258378349e-30
183	14338061547227415e-32	-10461016989490973e-31
186	-20923471851357768e-32	-3019295574611933e-31
189	-12261568033988094e-32	-27693286210056407e-33
192	-36690068430420945e-33	21056931306702208e-33
195	-4219162085262355e-33	13347488745862991e-33
198	19311272874983836e-34	4124694146829948e-33
201	13481929917597541e-34	551876855139501e-33
204	42935596791263255e-35	-1597071823487946e-34
207	641197971970876e-34	-12627246744341938e-35
210	-11690797562278823e-36	-4142425854404479e-35
213	-10959508052728822e-36	-6730904996899158e-36
216	-3707461280632552e-36	7291011323901837e-37
219	-6445251006754412e-37	8807968503370619e-37
222	3498618854409869e-38	3080043609685771e-37
225	6548468736668791e-38	5662233496200357e-38
228	23761027312711638e-39	-7539076249675747e-40
231	4580331730054161e-39	-4497830166671567e-39
234	8511662925892424e-41	-17024787809509726e-40
237	-28487400348062536e-41	-34199324665089495e-41
240	-11329613289328934e-41	-15021174634434576e-42
243	-2360934117635836e-41	16593112479573434e-42
246	-15199537472107743e-43	700192341000362e-41
249	8853691808109868e-43	15088058141176025e-43
252	4017830893871083e-43	12240275752196412e-44
255	8934546929784307e-44	-4301705899982343e-44
258	8488640035530016e-45	-21398988315995733e-45
261	-1884778914729082e-45	-49058463929878986e-46
264	-10573632674901316e-46	-52325801419340916e-47
267	-24991781183215564e-47	7320057858521501e-47
270	-29129597017665914e-48	48442006650170587e-48
273	24332995332953302e-49	11816857458915121e-48
276	20560872079412137e-49	14779357299386556e-49
279	5187481037132073e-49	-632037613658586e-49
282	687314196243311e-49	-8076555206640593e-50
285	-8337657557697564e-52	-21146734702438958e-51
288	-2932018304093461e-51	-29408879281565605e-52
291	-8005767107554166e-52	-33987599029786684e-54
294	-11608259100919453e-53	9818268065219723e-53
297	-3515891600275643e-54	28147245960907646e-54
300	30246637720421224e-55	4234876250833743e-54
303	9189725868526635e-55	19213638043826228e-56
306	14298866307562912e-56	-8539482126079515e-56
309	8250522581469295e-57	-2785614834847556e-56
312	-2196816805497048e-57	-4473002990205903e-57
315	-7837235133222336e-58	-303792979892285e-57
318	-12973921128044085e-59	5102097209472461e-59
321	-992332671632073e-59	20457148768261043e-60
324	10526038324882788e-61	34911688757377794e-61
327	49512955781545155e-62	29242645561494954e-62
330	8719353944899794e-62	-18675158045437203e-63
333	7848674113681693e-63	-11103290772675428e-63
336	-26257797618128652e-65	-20218232786178013e-64
339	-23046317618442728e-65	-19300456976644942e-65
342	-4353437045392169e-65	20609469573715015e-67
345	-43654776713346643e-67	4421571224509777e-66
348	-30079235489265475e-69	8705511065741285e-67
351	7826604455432808e-68	9106832199472184e-68
354	16167105290232512e-69	18900974796765073e-70
357	1755572283058034e-69	-12748974565829987e-70
360	560028246360783e-70	-2788109368253912e-70
363	-19040573692708174e-72	-3131885121071968e-71
366	-4464254271869077e-72	-12840485000179304e-73
369	-5175961402906415e-73	25928991194396405e-74
372	-25118421592547057e-75	6634767643026743e-74
375	3191300022254252e-75	7930887772091352e-75
378	914877575802898e-75	4349118822024062e-76
381	11273497659937687e-77	-3496201747288136e-77
384	6785200327860758e-78	-11698195959020112e-78
387	-3308319909294708e-79	-1487284032300436e-78
390	-13860219669950545e-80	-963451304066576e-79
393	-1821646220251269e-80	25120040077566446e-82
396	-12528132781472596e-82	15201505199194747e-82
399	1144608781941112e-83	20718489205178483e-83
402	15413217762339898e-84	1497954809888407e-83
